term_id,term_str,n,num,stopwords,port_stem,pos_max
749,cellar,1,0,0,cellar,NN
750,cells,1,0,0,cell,NNS
751,censure,1,0,0,censur,VBP
752,centre,2,0,0,centr,NN
753,centuries,8,0,0,centuri,NNS
754,century,1,0,0,centuri,NN
755,certain,3,0,0,certain,JJ
756,certainly,2,0,0,certainli,RB
757,certainty,3,0,0,certainti,NN
758,certificate,1,0,0,certif,NN
759,certified,1,0,0,certifi,JJ
760,chafe,1,0,0,chafe,VBP
761,chafes,1,0,0,chafe,VBZ
762,chaff,2,0,0,chaff,NN
763,chain,1,0,0,chain,NN
764,chair,3,0,0,chair,NN
765,chalk,1,0,0,chalk,VB
766,challenging,1,0,0,challeng,VBG
767,chamber,5,0,0,chamber,NN
768,chambers,1,0,0,chamber,NNS
769,chance,3,0,0,chanc,NN
770,chanced,1,0,0,chanc,VBN
771,chancel,1,0,0,chancel,JJ
772,change,1,0,0,chang,VB
773,changed,1,0,0,chang,NN
774,chant,2,0,0,chant,NN
775,chanticleer,3,0,0,chanticl,NN
776,chaos,1,0,0,chao,NN
777,chapel,1,0,0,chapel,NN
778,character,1,0,0,charact,NN
779,charge,4,0,0,charg,VBP
780,charged,1,0,0,charg,NNS
781,chariot,2,0,0,chariot,NN
782,chariots,1,0,0,chariot,NNS
783,charm,2,0,0,charm,NN
784,chart,2,0,0,chart,NN
785,charted,1,0,0,chart,VBD
786,charter,1,0,0,charter,NN
787,chase,3,0,0,chase,VB
788,chasten,1,0,0,chasten,VBP
789,chastened,1,0,0,chasten,NNP
790,chat,1,0,0,chat,NNP
791,chatted,1,0,0,chat,VBD
792,cheat,1,0,0,cheat,VB
793,cheats,1,0,0,cheat,VBZ
794,cheek,8,0,0,cheek,NN
795,cheer,1,0,0,cheer,VBP
796,cheerful,1,0,0,cheer,NNP
797,chemist,2,0,0,chemist,NN
798,cherished,2,0,0,cherish,VBD
799,cherries,1,0,0,cherri,NNP
800,cherubic,2,0,0,cherub,JJ
801,cherubim,2,0,0,cherubim,NN
802,chid,1,0,0,chid,VB
803,chief,2,0,0,chief,JJ
804,chiefest,2,0,0,chiefest,JJS
805,child,9,0,0,child,NN
806,childhood,4,0,0,childhood,NN
807,childish,4,0,0,childish,JJ
808,children,14,0,0,children,NNS
809,chill,1,0,0,chill,NN
810,chillest,1,0,0,chillest,NN
811,chime,1,0,0,chime,NNP
812,chin,1,0,0,chin,NN
813,chirping,1,0,0,chirp,NN
814,chivalry,1,0,0,chivalri,NN
815,choice,3,0,0,choic,NN
816,choose,7,0,0,choos,VB
817,choosing,1,0,0,choos,VBG
818,chorister,1,0,0,chorist,NN
819,christ,2,0,0,christ,NNP
820,christian,1,0,0,christian,JJ
821,christmas,1,0,0,christma,NNP
822,chrysolite,1,0,0,chrysolit,NN
823,chrysoprase,2,0,0,chrysopras,NN
824,chubby,1,0,0,chubbi,NN
825,chuckled,1,0,0,chuckl,VBN
826,church,6,0,0,church,NN
827,churchyard,1,0,0,churchyard,NN
828,cipher,1,0,0,cipher,NN
829,circassian,1,0,0,circassian,JJ
830,circuit,2,0,0,circuit,NN
831,circumference,3,0,0,circumfer,NN
832,circumspect,1,0,0,circumspect,NN
833,circumstance,1,0,0,circumst,NN
834,circumvent,1,0,0,circumv,VB
835,citadel,1,0,0,citadel,NN
836,cite,1,0,0,cite,VBP
837,cities,1,0,0,citi,NNS
838,civic,1,0,0,civic,JJ
839,civility,1,0,0,civil,NN
840,claim,2,0,0,claim,NN
841,clambered,1,0,0,clamber,VBD
842,clamor,1,0,0,clamor,NN
843,clap,1,0,0,clap,VBP
844,clasped,1,0,0,clasp,NNP
845,clasps,1,0,0,clasp,NN
846,class,1,0,0,class,NN
847,clause,2,0,0,claus,NN
848,claw,1,0,0,claw,NN
849,clay,3,0,0,clay,NN
850,clear,4,0,0,clear,JJ
851,clearing,1,0,0,clear,NN
852,clergyman,1,0,0,clergyman,NN
853,clerks,1,0,0,clerk,NNS
854,clew,1,0,0,clew,NN
855,climbed,2,0,0,climb,VBD
856,climbing,2,0,0,climb,VBG
857,clipt,1,0,0,clipt,VBP
858,cloak,1,0,0,cloak,NN
859,clock,3,0,0,clock,NN
860,clocks,3,0,0,clock,NNS
861,close,8,0,0,close,JJ
862,closed,1,0,0,close,VBD
863,closely,1,0,0,close,RB
864,closer,2,0,0,closer,JJR
865,closes,1,0,0,close,VBZ
866,closet,1,0,0,closet,NN
867,cloud,4,0,0,cloud,NN
868,cloudier,1,0,0,cloudier,VBZ
869,clouds,6,0,0,cloud,NNS
870,clover,5,0,0,clover,NN
871,cloverbells,1,0,0,cloverbel,NNS
872,clovers,2,0,0,clover,NNS
873,cloy,1,0,0,cloy,NN
874,club,1,0,0,club,NN
875,clutch,1,0,0,clutch,VBP
876,clutched,1,0,0,clutch,NNP
877,coach,1,0,0,coach,NN
878,coast,2,0,0,coast,NN
879,coat,1,0,0,coat,NN
880,cobweb,2,0,0,cobweb,NN
881,cobwebs,1,0,0,cobweb,NNP
882,cochineal,2,0,0,cochin,NN
883,cocoon,3,0,0,cocoon,NN
884,coffers,1,0,0,coffer,NNS
885,cold,7,0,0,cold,NN
886,color,5,0,0,color,NN
887,colors,3,0,0,color,NNS
888,comb,1,0,0,comb,NN
889,come,36,0,0,come,VB
890,comes,9,0,0,come,VBZ
891,comfort,2,0,0,comfort,NN
892,comforts,1,0,0,comfort,NNS
893,coming,7,0,0,come,VBG
894,command,1,0,0,command,NN
895,commander,1,0,0,command,NN
896,commerce,1,0,0,commerc,NN
897,common,7,0,0,common,JJ
898,commoner,1,0,0,common,NN
899,commonest,1,0,0,commonest,NN
900,commune,1,0,0,commun,VB
901,communion,1,0,0,communion,NN
902,compact,1,0,0,compact,NN
903,companies,1,0,0,compani,NNS
904,companion,1,0,0,companion,NN
905,company,6,0,0,compani,NN
906,compare,1,0,0,compar,NN
907,compass,1,0,0,compass,NN
908,compensate,1,0,0,compens,VB
909,compensation,1,0,0,compens,NN
910,competeless,1,0,0,competeless,NN
911,competent,1,0,0,compet,NNP
912,competitions,1,0,0,competit,NNS
913,complaining,1,0,0,complain,VBG
914,complains,1,0,0,complain,NNS
915,complaint,1,0,0,complaint,NN
916,complement,1,0,0,complement,NN
917,comprehend,1,0,0,comprehend,VB
918,comprehendeth,1,0,0,comprehendeth,VBZ
919,comprised,1,0,0,compris,VBN
920,computes,1,0,0,comput,VBZ
921,con,2,0,0,con,VB
922,conceal,1,0,0,conceal,VB
923,concealed,1,0,0,conceal,VBD
924,concedes,1,0,0,conced,NNS
925,conceive,1,0,0,conceiv,VB
926,concern,1,0,0,concern,NN
927,concerns,1,0,0,concern,VBZ
928,concisest,1,0,0,concisest,NN
929,concluded,1,0,0,conclud,VBD
930,conclusion,1,0,0,conclus,NN
931,concomitant,1,0,0,concomit,NN
932,condemned,1,0,0,condemn,VBD
933,condensed,1,0,0,condens,JJ
934,condescending,1,0,0,condescend,VBG
935,condition,2,0,0,condit,NN
936,conditions,1,0,0,condit,NNS
937,conduct,2,0,0,conduct,NN
938,conferred,2,0,0,confer,VBD
939,confided,1,0,0,confid,VBN
940,confidence,1,0,0,confid,NN
941,confident,1,0,0,confid,JJ
942,confidently,1,0,0,confid,RB
943,confiding,1,0,0,confid,VBG
944,confirmed,1,0,0,confirm,VBN
945,conform,1,0,0,conform,NNP
946,confronting,3,0,0,confront,NNP
947,confusion,1,0,0,confus,NN
948,conjectured,2,0,0,conjectur,NNP
949,conquer,2,0,0,conquer,NN
950,conquers,1,0,0,conquer,NNP
951,conscience,1,0,0,conscienc,NN
952,conscious,1,0,0,consciou,JJ
953,consciously,1,0,0,conscious,RB
954,consciousness,3,0,0,conscious,NN
955,consecrated,1,0,0,consecr,VBD
956,consecration,1,0,0,consecr,NNP
957,consented,1,0,0,consent,NNP
958,consequence,1,0,0,consequ,NN
959,consider,1,0,0,consid,VB
960,consolation,1,0,0,consol,NN
961,consolidates,1,0,0,consolid,NNS
962,constancy,1,0,0,constanc,NN
963,constant,1,0,0,constant,JJ
964,constellation,1,0,0,constel,NN
965,consumed,1,0,0,consum,VBN
966,consumes,1,0,0,consum,NNS
967,consummate,2,0,0,consumm,NN
968,contain,2,0,0,contain,VBP
969,contains,1,0,0,contain,VBZ
970,contemn,1,0,0,contemn,NN
971,contempt,1,0,0,contempt,NNP
972,contending,1,0,0,contend,VBG
973,content,7,0,0,content,NN
974,contented,7,0,0,content,VBN
975,contested,1,0,0,contest,VBD
976,continents,1,0,0,contin,NNS
977,continual,1,0,0,continu,NNP
978,continue,1,0,0,continu,VB
979,contract,1,0,0,contract,NN
980,contracting,1,0,0,contract,NNP
981,contrast,4,0,0,contrast,NN
982,contrasting,1,0,0,contrast,NNP
983,convenient,2,0,0,conveni,JJ
984,converges,1,0,0,converg,VBZ
985,conversation,2,0,0,convers,NN
986,convey,1,0,0,convey,VBP
987,convicted,1,0,0,convict,NNP
988,conviction,2,0,0,convict,NN
989,convictions,1,0,0,convict,NNS
990,convulsion,2,0,0,convuls,NN
991,cool,9,0,0,cool,JJ
992,cooled,1,0,0,cool,VBN
993,cooling,1,0,0,cool,VBG
994,copy,1,0,0,copi,NN
995,coquette,1,0,0,coquett,NN
996,cordial,2,0,0,cordial,JJ
997,cordiality,1,0,0,cordial,NN
998,cordially,1,0,0,cordial,RB
999,corn,2,0,0,corn,NN
1000,cornice,1,0,0,cornic,NN
1001,coronet,1,0,0,coronet,NN
1002,correctly,1,0,0,correctli,NNP
1003,correspondent,1,0,0,correspond,NN
1004,corridors,1,0,0,corridor,NNS
1005,cost,1,0,0,cost,VBD
1006,costly,1,0,0,costli,JJ
1007,costume,1,0,0,costum,NN
1008,costumes,1,0,0,costum,NNS
1009,coterie,1,0,0,coteri,NN
1010,cottage,1,0,0,cottag,NN
1011,could,80,0,0,could,MD
1012,couldst,2,0,0,couldst,NNP
1013,count,2,0,0,count,VB
1014,counted,2,0,0,count,VBN
1015,countenance,4,0,0,counten,NN
1016,countenances,2,0,0,counten,NNS
1017,counteract,1,0,0,counteract,VB
1018,counterfeit,1,0,0,counterfeit,NN
1019,countingrooms,1,0,0,countingroom,JJ
1020,countless,1,0,0,countless,NN
1021,countries,2,0,0,countri,NNS
1022,country,4,0,0,countri,NN
1023,counts,2,0,0,count,VBZ
1024,couple,1,0,0,coupl,NN
1025,coursers,1,0,0,courser,NNS
1026,courteous,1,0,0,courteou,JJ
1027,courtier,1,0,0,courtier,NN
1028,courtiers,1,0,0,courtier,NNPS
1029,covenant,1,0,0,coven,JJ
1030,cover,2,0,0,cover,VB
1031,covered,1,0,0,cover,VBD
1032,covert,3,0,0,covert,JJ
1033,coveting,1,0,0,covet,NN
1034,crack,2,0,0,crack,NN
1035,crackling,1,0,0,crackl,VBG
1036,cradle,1,0,0,cradl,JJ
1037,cradles,1,0,0,cradl,NNS
1038,craft,1,0,0,craft,NN
1039,crag,2,0,0,crag,NN
1040,cranny,1,0,0,cranni,NN
1041,crash,1,0,0,crash,NN
1042,cravat,1,0,0,cravat,NN
1043,crave,1,0,0,crave,VBP
1044,crawl,2,0,0,crawl,NN
1045,crawled,1,0,0,crawl,VBN
1046,crawls,1,0,0,crawl,NN
1047,crayon,1,0,0,crayon,NN
1048,creak,1,0,0,creak,NN
1049,create,1,0,0,creat,VBP
1050,creation,4,0,0,creation,NNP
1051,creator,2,0,0,creator,NN
1052,creature,9,0,0,creatur,NN
1053,creatures,6,0,0,creatur,NNS
1054,credibility,1,0,0,credibl,NN
1055,credit,2,0,0,credit,NN
1056,creed,1,0,0,creed,NN
1057,creeds,1,0,0,creed,NNS
1058,creep,1,0,0,creep,VB
1059,crept,1,0,0,crept,NN
1060,crescent,4,0,0,crescent,NN
1061,crested,1,0,0,crest,VBN
1062,crew,1,0,0,crew,VB
1063,cribs,1,0,0,crib,NN
1064,cricket,4,0,0,cricket,NN
1065,crier,1,0,0,crier,NN
1066,crimson,2,0,0,crimson,JJ
1067,criticise,1,0,0,criticis,VB
1068,crocus,1,0,0,crocu,NN
1069,cross,3,0,0,cross,VB
1070,crouch,1,0,0,crouch,RB
1071,crowd,6,0,0,crowd,NN
1072,crowded,2,0,0,crowd,VBN
1073,crowds,1,0,0,crowd,NN
1074,crowing,1,0,0,crow,VBG
1075,crown,5,0,0,crown,NN
1076,crowned,2,0,0,crown,NNP
1077,crowning,1,0,0,crown,NN
1078,crucifix,1,0,0,crucifix,NN
1079,crucifixion,1,0,0,crucifixion,NN
1080,crucify,1,0,0,crucifi,NN
1081,cruising,1,0,0,cruis,NN
1082,crumb,6,0,0,crumb,NN
1083,crumble,1,0,0,crumbl,VB
1084,crumbled,1,0,0,crumbl,VBD
1085,crumbs,1,0,0,crumb,NNP
1086,crystal,1,0,0,crystal,JJ
1087,cubits,1,0,0,cubit,NNS
1088,culpabler,1,0,0,culpabl,JJR
1089,culprit,1,0,0,culprit,NN
1090,cunning,1,0,0,cun,VBG
1091,cup,3,0,0,cup,NN
1092,cups,2,0,0,cup,NNS
1093,cureless,1,0,0,cureless,JJ
1094,curious,6,0,0,curiou,JJ
1095,curtain,1,0,0,curtain,NN
1096,curtains,2,0,0,curtain,NNS
1097,custom,1,0,0,custom,NN
1098,customs,1,0,0,custom,VBZ
1099,cut,1,0,0,cut,VBN
1100,cycle,1,0,0,cycl,NN
1101,cycles,1,0,0,cycl,NNS
1102,czar,1,0,0,czar,JJ
1103,daffodil,4,0,0,daffodil,NN
1104,daffodils,2,0,0,daffodil,NNS
1105,daily,7,0,0,daili,JJ
1106,dainty,1,0,0,dainti,JJ
1107,daisies,6,0,0,daisi,NNS
1108,daisy,3,0,0,daisi,NN
1109,damask,1,0,0,damask,NN
1110,dame,1,0,0,dame,NN
1111,dames,1,0,0,dame,NNS
1112,dams,1,0,0,dam,NNS
1113,danced,2,0,0,danc,VBD
1114,dancer,1,0,0,dancer,NN
1115,dandelion,1,0,0,dandelion,NN
1116,danger,3,0,0,danger,NN
1117,dangerous,1,0,0,danger,JJ
1118,dante,1,0,0,dant,NNP
1119,dapperer,1,0,0,dapper,JJR
1120,dare,10,0,0,dare,NN
1121,dared,3,0,0,dare,VBD
1122,daring,1,0,0,dare,VBG
1123,dark,4,0,0,dark,NN
1124,darkness,1,0,0,dark,NN
1125,darling,1,0,0,darl,VBG
1126,dart,1,0,0,dart,NN
1127,date,3,0,0,date,NN
1128,dateless,2,0,0,dateless,NN
1129,dates,1,0,0,date,NNS
1130,david,1,0,0,david,NNP
1131,dawn,6,0,0,dawn,NN
1132,day,65,0,0,day,NN
1133,daybreak,2,0,0,daybreak,JJ
1134,days,14,0,0,day,NNS
1135,dazzled,1,0,0,dazzl,JJ
1136,dazzling,1,0,0,dazzl,JJ
1137,dead,16,0,0,dead,JJ
1138,deaden,1,0,0,deaden,VBP
1139,deadly,1,0,0,deadli,JJ
1140,deal,1,0,0,deal,VB
1141,deals,1,0,0,deal,NNP
1142,dealt,1,0,0,dealt,VBZ
1143,dear,10,0,0,dear,JJ
1144,dearth,1,0,0,dearth,NN
1145,death,37,0,0,death,NN
1146,deathblow,1,0,0,deathblow,JJ
1147,deathless,2,0,0,deathless,NN
1148,debates,1,0,0,debat,VBZ
1149,debauchee,2,0,0,debauche,NN
1150,debonair,2,0,0,debonair,NN
1151,debt,1,0,0,debt,NN
1152,decades,1,0,0,decad,NNS
1153,decamping,1,0,0,decamp,NN
1154,decay,3,0,0,decay,NN
1155,decays,1,0,0,decay,NNS
1156,decide,1,0,0,decid,VB
1157,decks,2,0,0,deck,NNS
1158,declare,1,0,0,declar,VBP
1159,decline,2,0,0,declin,VB
1160,declines,1,0,0,declin,VBZ
1161,decoyed,1,0,0,decoy,VBD
1162,decree,3,0,0,decre,NN
1163,dedicated,1,0,0,dedic,JJ
1164,deed,1,0,0,deed,NN
1165,deem,6,0,0,deem,VB
1166,deemed,1,0,0,deem,VBD
1167,deep,2,0,0,deep,JJ
1168,deeper,3,0,0,deeper,JJR
1169,deepest,1,0,0,deepest,JJS
1170,deer,2,0,0,deer,NN
1171,defeat,5,0,0,defeat,NN
1172,defeated,1,0,0,defeat,VBD
1173,defer,1,0,0,defer,NN
1174,deference,2,0,0,defer,NN
1175,defies,1,0,0,defi,NNS
1176,define,2,0,0,defin,NN
1177,definitely,1,0,0,definit,RB
1178,definition,1,0,0,definit,NN
1179,degrades,1,0,0,degrad,NNP
1180,degree,7,0,0,degre,NN
1181,degrees,1,0,0,degre,NNS
1182,deified,1,0,0,deifi,VBD
1183,deity,3,0,0,deiti,NNP
1184,dejected,1,0,0,deject,VBN
1185,delay,1,0,0,delay,NN
1186,delayed,3,0,0,delay,VBN
1187,delays,2,0,0,delay,NNS
1188,deliberate,1,0,0,deliber,NNP
1189,delight,5,0,0,delight,NN
1190,delinquencies,1,0,0,delinqu,NNS
1191,delirious,3,0,0,deliri,JJ
1192,delirium,1,0,0,delirium,NN
1193,delivered,1,0,0,deliv,VBN
1194,dell,1,0,0,dell,NN
1195,democrat,3,0,0,democrat,NN
1196,demur,1,0,0,demur,NNP
1197,denied,3,0,0,deni,VBN
1198,denies,1,0,0,deni,NNS
1199,denominated,1,0,0,denomin,NNP
1200,denote,1,0,0,denot,VBP
1201,denoted,1,0,0,denot,VBN
1202,denotes,1,0,0,denot,VBZ
1203,dense,1,0,0,dens,VB
1204,denying,1,0,0,deni,VBG
1205,depart,3,0,0,depart,NN
1206,departed,4,0,0,depart,JJ
1207,departing,4,0,0,depart,VBG
1208,departs,1,0,0,depart,NNS
1209,departure,2,0,0,departur,NN
1210,dependent,1,0,0,depend,JJ
1211,deploys,1,0,0,deploy,NNS
1212,deposed,1,0,0,depos,VBN
1213,deposes,1,0,0,depos,VBZ
1214,depreciate,1,0,0,depreci,VB
1215,depth,1,0,0,depth,NN
1216,deputed,1,0,0,deput,VBN
1217,descend,3,0,0,descend,VB
1218,descending,2,0,0,descend,NN
1219,describing,1,0,0,describ,VBG
1220,descried,1,0,0,descri,VBN
1221,desert,1,0,0,desert,NN
1222,deserts,1,0,0,desert,NNS
1223,design,2,0,0,design,NN
1224,designate,1,0,0,design,VBP
1225,designated,1,0,0,design,JJ
1226,desire,3,0,0,desir,NN
1227,despair,8,0,0,despair,NN
1228,despatch,1,0,0,despatch,NN
1229,despatched,1,0,0,despatch,VBD
1230,destiny,1,0,0,destini,NN
1231,destitute,1,0,0,destitut,JJ
1232,detachment,1,0,0,detach,NN
1233,devastated,1,0,0,devast,VBD
1234,developed,1,0,0,develop,NNP
1235,develops,1,0,0,develop,NNP
1236,devoid,1,0,0,devoid,NN
1237,devoured,1,0,0,devour,VBD
1238,dew,19,0,0,dew,NN
1239,dews,4,0,0,dew,NN
1240,diadem,3,0,0,diadem,NN
1241,diadems,3,0,0,diadem,NN
1242,dialogue,1,0,0,dialogu,NN
1243,diamond,1,0,0,diamond,NN
1244,diamonds,1,0,0,diamond,NNS
1245,did,42,0,1,did,VBD
1246,didst,1,0,0,didst,NN
1247,die,17,0,0,die,VB
1248,died,12,0,0,die,VBD
1249,diemen,1,0,0,diemen,NNP
1250,dies,3,0,0,die,VBZ
1251,differ,1,0,0,differ,VB
1252,difference,4,0,0,differ,NN
1253,different,7,0,0,differ,JJ
1254,difficult,2,0,0,difficult,JJ
1255,dignified,1,0,0,dignifi,VBD
1256,dignity,1,0,0,digniti,NN
1257,diligence,1,0,0,dilig,NN
1258,diligent,1,0,0,dilig,NN
1259,dim,7,0,0,dim,JJ
1260,dimities,1,0,0,dimiti,NNS
1261,dimity,1,0,0,dimiti,NN
1262,dimly,1,0,0,dimli,RB
1263,dimmer,1,0,0,dimmer,JJR
1264,dimples,3,0,0,dimpl,NNS
1265,din,1,0,0,din,VB
1266,dine,2,0,0,dine,VB
1267,dingle,1,0,0,dingl,NN
1268,dingy,1,0,0,dingi,JJ
1269,diningroom,1,0,0,diningroom,NN
1270,dinna,2,0,0,dinna,VBZ
1271,dinner,1,0,0,dinner,NN
1272,dip,2,0,0,dip,NNP
1273,dipping,1,0,0,dip,NN
1274,dips,1,0,0,dip,NNP
1275,disappeared,1,0,0,disappear,VBD
1276,disappoint,2,0,0,disappoint,VB
1277,disappointed,1,0,0,disappoint,JJ
1278,disapproves,1,0,0,disapprov,VBZ
1279,disavows,1,0,0,disavow,VBZ
1280,disburse,1,0,0,disburs,NN
1281,discarded,2,0,0,discard,VBD
1282,discerning,1,0,0,discern,NN
1283,discipline,1,0,0,disciplin,NN
1284,disclose,1,0,0,disclos,VB
1285,disclosed,1,0,0,disclos,VBN
1286,disclosing,1,0,0,disclos,VBG
1287,discomfit,1,0,0,discomfit,NN
1288,discourse,1,0,0,discours,VB
1289,discreet,1,0,0,discreet,NN
1290,discretion,1,0,0,discret,NNP
1291,disdained,1,0,0,disdain,VBD
1292,disdaining,1,0,0,disdain,VBG
1293,disease,2,0,0,diseas,NN
1294,disenthrall,1,0,0,disenthral,NN
1295,disgrace,2,0,0,disgrac,NN
1296,dishonored,1,0,0,dishonor,JJ
1297,disk,1,0,0,disk,NN
1298,dismay,1,0,0,dismay,NN
1299,disparagement,1,0,0,disparag,NNP
1300,dispelled,2,0,0,dispel,VBN
1301,disperse,1,0,0,dispers,NN
1302,displayed,1,0,0,display,NN
1303,dispute,1,0,0,disput,NN
1304,dissect,1,0,0,dissect,VBP
1305,dissembler,1,0,0,dissembl,NN
1306,dissent,2,0,0,dissent,NN
1307,dissolve,2,0,0,dissolv,NN
1308,dissuade,1,0,0,dissuad,NNP
1309,distance,9,0,0,distanc,NN
1310,distant,9,0,0,distant,JJ
1311,distilled,1,0,0,distil,VBN
1312,distinctly,1,0,0,distinctli,RB
1313,distinguished,2,0,0,distinguish,JJ
1314,ditty,2,0,0,ditti,NN
1315,diverse,1,0,0,divers,JJ
1316,divest,1,0,0,divest,JJS
1317,divide,1,0,0,divid,VB
1318,divided,1,0,0,divid,VBD
1319,divides,1,0,0,divid,VBZ
1320,divine,7,0,0,divin,NN
1321,divinest,1,0,0,divinest,JJ
1322,divorced,1,0,0,divorc,VBD
1323,dnieper,1,0,0,dnieper,NNP
1324,do,40,0,1,do,VBP
1325,docile,6,0,0,docil,NN
1326,does,7,0,1,doe,VBZ
1327,dog,3,0,0,dog,NN
1328,doges,1,0,0,doge,NNP
1329,doing,1,0,1,do,VBG
1330,dolls,1,0,0,doll,NNS
1331,dome,4,0,0,dome,NN
1332,domenichino,1,0,0,domenichino,NNP
1333,dominie,1,0,0,domini,NN
1334,dominions,1,0,0,dominion,NNS
1335,don,2,0,1,don,NNP
1336,done,22,0,0,done,VBN
1337,doom,4,0,0,doom,NN
1338,door,28,0,0,door,NN
1339,doors,2,0,0,door,NNS
1340,dost,3,0,0,dost,FW
1341,dot,1,0,0,dot,VBD
1342,doth,6,0,0,doth,NNP
1343,dots,1,0,0,dot,NNS
1344,double,1,0,0,doubl,JJ
1345,doubly,2,0,0,doubli,RB
1346,doubt,5,0,0,doubt,NN
1347,doubtful,1,0,0,doubt,NNP
1348,doubtless,4,0,0,doubtless,IN
1349,doubts,1,0,0,doubt,NNS
1350,dower,1,0,0,dower,VB
1351,down,32,0,1,down,RP
1352,dozen,1,0,0,dozen,NN
1353,drab,1,0,0,drab,NNP
1354,drama,1,0,0,drama,NN
1355,drams,2,0,0,dram,NNS
1356,drank,2,0,0,drank,VB
1357,draught,1,0,0,draught,NN
1358,draw,3,0,0,draw,VB
1359,drawer,3,0,0,drawer,NN
1360,drawers,1,0,0,drawer,NNS
1361,dread,2,0,0,dread,JJ
1362,dreaded,1,0,0,dread,VBD
1363,dream,5,0,0,dream,NN
1364,dreaming,1,0,0,dream,NN
1365,dreams,2,0,0,dream,NNS
1366,dreamy,1,0,0,dreami,JJ
1367,drearier,1,0,0,drearier,NN
1368,dreary,2,0,0,dreari,JJ
1369,dress,4,0,0,dress,NN
1370,dressed,3,0,0,dress,VBN
1371,drew,7,0,0,drew,VBD
1372,drifted,2,0,0,drift,VBD
1373,drifts,2,0,0,drift,NNP
1374,drill,1,0,0,drill,NNP
1375,drink,4,0,0,drink,VB
1376,drip,1,0,0,drip,VBP
1377,dripping,1,0,0,drip,VBG
1378,drop,14,0,0,drop,NN
1379,dropped,12,0,0,drop,VBD
1380,dropping,2,0,0,drop,VBG
1381,dropt,1,0,0,dropt,VBD
1382,drought,1,0,0,drought,NN
1383,drove,2,0,0,drove,VB
1384,drown,1,0,0,drown,VB
1385,drowning,1,0,0,drown,VBG
1386,drowse,1,0,0,drows,NN
1387,drowsiest,1,0,0,drowsiest,JJS
1388,drowsing,2,0,0,drows,VBG
1389,druidic,1,0,0,druidic,JJ
1390,drum,1,0,0,drum,NN
1391,drummer,1,0,0,drummer,NN
1392,drums,2,0,0,drum,NNS
1393,drunk,1,0,0,drunk,RB
1394,drunkard,1,0,0,drunkard,NN
1395,drunken,5,0,0,drunken,NN
1396,dry,2,0,0,dri,JJ
1397,ducats,1,0,0,ducat,NNS
1398,duchess,2,0,0,duchess,NN
1399,duds,1,0,0,dud,NN
1400,due,3,0,0,due,JJ
1401,duke,2,0,0,duke,NN
1402,dukes,1,0,0,duke,NNP
1403,dull,1,0,0,dull,JJ
1404,duller,2,0,0,duller,NN
1405,dullness,1,0,0,dull,NN
1406,dumb,1,0,0,dumb,JJ
1407,dun,3,0,0,dun,NN
1408,dungeons,3,0,0,dungeon,NNS
1409,dusk,3,0,0,dusk,NN
1410,dust,8,0,0,dust,NN
1411,dusty,1,0,0,dusti,JJ
1412,duties,2,0,0,duti,NNS
1413,duty,1,0,0,duti,NNP
1414,dwell,6,0,0,dwell,VB
1415,dwelling,1,0,0,dwell,VBG
1416,dying,8,0,0,die,VBG
1417,each,18,0,1,each,DT
1418,eager,1,0,0,eager,JJ
1419,eagle,2,0,0,eagl,NN
1420,ear,14,0,0,ear,NN
1421,earl,4,0,0,earl,NN
1422,earlier,1,0,0,earlier,RBR
1423,early,9,0,0,earli,JJ
1424,earn,2,0,0,earn,NNP
1425,earned,1,0,0,earn,VBN
1426,earnest,1,0,0,earnest,NN
1427,earning,1,0,0,earn,VBG
1428,earring,1,0,0,ear,NNP
1429,earrings,1,0,0,ear,NNS
1430,ears,2,0,0,ear,NNS
1431,earth,12,0,0,earth,NN
1432,earthly,1,0,0,earthli,RB
1433,earthquake,1,0,0,earthquak,NN
1434,earths,1,0,0,earth,VB
1435,ease,3,0,0,eas,NN
1436,easier,6,0,0,easier,JJR
1437,east,10,0,0,east,NN
1438,easy,6,0,0,easi,JJ
1439,eat,2,0,0,eat,VB
1440,eaves,3,0,0,eav,NNS
1441,ebbing,1,0,0,eb,VBG
1442,ebbs,1,0,0,ebb,VBZ
1443,eccentricities,1,0,0,eccentr,NNS
1444,echoes,1,0,0,echo,NNS
1445,eclat,1,0,0,eclat,NN
1446,eclipse,2,0,0,eclips,NN
1447,economical,1,0,0,econom,JJ
1448,economy,1,0,0,economi,NN
1449,ecstasy,9,0,0,ecstasi,NN
1450,ecstatic,1,0,0,ecstat,JJ
1451,ecstatically,1,0,0,ecstat,NNP
1452,eden,6,0,0,eden,NNP
1453,edition,1,0,0,edit,NN
1454,eer,1,0,0,eer,NN
1455,effacing,1,0,0,effac,VBG
1456,egg,1,0,0,egg,NN
1457,eider,1,0,0,eider,NN
1458,either,2,0,0,either,CC
1459,elate,1,0,0,elat,NNP
1460,elder,1,0,0,elder,NN
1461,elect,1,0,0,elect,NN
1462,elected,1,0,0,elect,VBN
1463,election,1,0,0,elect,NN
1464,electric,1,0,0,electr,JJ
1465,electricity,1,0,0,electr,NN
1466,elegy,1,0,0,elegi,NN
1467,element,2,0,0,element,JJ
1468,elemental,1,0,0,element,JJ
1469,elephants,1,0,0,eleph,NNS
1470,elf,2,0,0,elf,NN
1471,elm,1,0,0,elm,NN
1472,else,3,0,0,els,RB
