term_id,term_str,n,num,stopwords,port_stem,pos_max,doc_freq,inverse_doc_freq,tfidf_mean,tfidf_sum,tfidf_median,tfidf_max,term,vector,x,y
120,alter,1,0,0,alter,NNP,1,2.6414741105040997,0.0978323744631148,0.0978323744631148,0.0978323744631148,0.0978323744631148,air,"[ 0.10717805 -0.01108613 -0.13989763  0.00855087 -0.14486012 -0.27215692
  0.34063697  0.5393193  -0.3788144  -0.16945142 -0.08752482 -0.34967774
  0.26182294  0.2736423  -0.23705879  0.14646724  0.28908655  0.10720126
 -0.4763907  -0.31168392  0.27358884  0.22512215  0.43999445 -0.15682468
  0.11440866  0.04668162 -0.01386293  0.1962692  -0.44742402  0.01911776
  0.02286872 -0.08964095 -0.05085823  0.01346452 -0.21407661  0.12217414
  0.3382728   0.10548776  0.21604303 -0.21131279  0.21389177 -0.02774723
 -0.10470773 -0.16773783  0.53648174  0.01930728  0.03823961 -0.10537916
  0.19236797  0.16555308]",31.329426,0.5875234
121,altered,2,0,0,alter,JJ,2,2.3404441148401185,0.0326068065535001,0.0652136131070002,0.0326068065535001,0.03441829580647233,within,"[ 0.1371841   0.0171006  -0.18192892 -0.02105705 -0.14627433 -0.29477593
  0.42333904  0.5885985  -0.43928704 -0.21491465 -0.10785601 -0.38722873
  0.27763996  0.301614   -0.29715252  0.16648747  0.34727424  0.15880515
 -0.56225127 -0.3264881   0.28909457  0.21964175  0.50856143 -0.19732249
  0.16746964  0.04687607 -0.03892307  0.23011047 -0.48972437 -0.01895239
  0.01996611 -0.10352378 -0.08776368  0.01858542 -0.22505654  0.14332977
  0.39690807  0.13905987  0.25945967 -0.24562322  0.26262254 -0.01942887
 -0.14659823 -0.19549426  0.59059364  0.02701407  0.03763723 -0.11112985
  0.22397155  0.2076756 ]",34.616055,0.45260468
122,although,2,0,0,although,IN,2,2.3404441148401185,0.024719411927209438,0.049438823854418876,0.024719411927209438,0.02854200140048925,thought,"[ 1.10766210e-01  1.10497894e-02 -1.38482794e-01 -1.86013673e-02
 -1.45883337e-01 -2.26863474e-01  3.37172747e-01  4.62692469e-01
 -3.29195678e-01 -1.53859183e-01 -1.03185661e-01 -3.04212004e-01
  2.13527650e-01  2.19062552e-01 -2.26532370e-01  1.02142550e-01
  2.64877737e-01  9.53747481e-02 -4.53035444e-01 -2.79289752e-01
  2.59177089e-01  2.04126939e-01  3.97689164e-01 -1.54796571e-01
  1.29139736e-01  3.29171829e-02 -4.00160775e-02  1.55607313e-01
 -3.83356452e-01  1.54212890e-02  1.15353093e-02 -5.81890345e-02
 -3.88979279e-02  4.36149916e-04 -1.70215547e-01  1.18748643e-01
  3.26541722e-01  1.14324816e-01  1.76075876e-01 -1.74103767e-01
  1.75270125e-01 -2.48455349e-02 -1.16367616e-01 -1.61762148e-01
  4.69621450e-01 -5.20245079e-03  5.37677407e-02 -8.63233134e-02
  1.93761453e-01  1.71633601e-01]",28.248863,0.9234108
123,alway,2,0,0,alway,RB,2,2.3404441148401185,0.07431853792083037,0.14863707584166075,0.07431853792083037,0.07549819725290705,bird,"[ 0.07732195 -0.01046186 -0.11846762 -0.01311495 -0.13394521 -0.21353228
  0.29804295  0.43576917 -0.31704798 -0.14436881 -0.0662455  -0.29019493
  0.23215702  0.22290224 -0.20218948  0.1081358   0.26302388  0.11571221
 -0.4347852  -0.23669745  0.2272517   0.18939096  0.3743143  -0.1479741
  0.09713619  0.02043604 -0.02679086  0.14978094 -0.35981834  0.01586036
  0.01571324 -0.09012924 -0.06408487 -0.00418233 -0.16877231  0.0744938
  0.30421206  0.09765022  0.17900336 -0.1522746   0.1971602  -0.0084693
 -0.0840681  -0.1769631   0.42570937  0.0010818   0.05904057 -0.08893845
  0.18553592  0.13431783]",26.381927,0.86852795
124,always,6,0,0,alway,RB,6,1.863322860120456,0.04009968806977231,0.24059812841863384,0.042133062639918846,0.05822883937876425,men,"[ 0.11475263  0.0040588  -0.15813923 -0.01524679 -0.13720307 -0.29334623
  0.38525578  0.562287   -0.404229   -0.20358002 -0.11235806 -0.37102035
  0.25596002  0.27285326 -0.2758151   0.13412203  0.30099568  0.12107941
 -0.5136917  -0.3242732   0.2838147   0.23640949  0.47320503 -0.17261216
  0.12449034  0.03229591 -0.02039494  0.19975816 -0.43047845 -0.00165475
  0.0202837  -0.07885715 -0.05676056  0.01659005 -0.23010327  0.10712616
  0.37596905  0.12928589  0.23329863 -0.22069103  0.23919205 -0.00618473
 -0.11586376 -0.17684707  0.5575881   0.01602433  0.04927409 -0.13770944
  0.20777068  0.1868096 ]",32.752274,0.25501454
125,am,18,0,1,am,VBP,16,1.4373541278481747,0.02652896650353748,0.4244634640565997,0.022815144886478962,0.04355618569236893,heart,"[ 0.07306036  0.01647935 -0.10893913 -0.02553305 -0.1261026  -0.22849876
  0.29214686  0.42991364 -0.31704605 -0.15692693 -0.07022139 -0.26178554
  0.19880222  0.19144543 -0.20026769  0.09378907  0.2630531   0.10533782
 -0.4186877  -0.2583988   0.19976689  0.17597923  0.37103736 -0.13425283
  0.1063228   0.02840151 -0.01200451  0.15203291 -0.36921847 -0.00188632
  0.01281799 -0.0751533  -0.05397147 -0.00293286 -0.15747967  0.08407427
  0.30316582  0.07860801  0.15798269 -0.1788455   0.1668674  -0.00658247
 -0.08196326 -0.1492866   0.44950956  0.00858635  0.04913465 -0.09344857
  0.16372025  0.1553649 ]",25.656597,0.23445475
126,amber,9,0,0,amber,NN,7,1.7963760704898426,0.043135240362054295,0.30194668253438006,0.03666073613244576,0.0945461089731496,up,"[ 1.20489016e-01  2.05466226e-02 -1.90119505e-01 -2.69880891e-02
 -1.63248360e-01 -3.06964844e-01  4.08208698e-01  6.06422842e-01
 -4.50385094e-01 -2.29891941e-01 -9.19752195e-02 -4.01122481e-01
  2.86503732e-01  2.90683925e-01 -2.96281219e-01  1.31789982e-01
  3.47684175e-01  1.37755111e-01 -5.45546949e-01 -3.56003881e-01
  2.97506988e-01  2.36642748e-01  5.17797291e-01 -2.06776053e-01
  1.37017325e-01  2.30496787e-02 -1.68554038e-02  1.99362159e-01
 -5.01379907e-01  5.12751285e-04  1.08368471e-02 -1.19727254e-01
 -5.06476723e-02 -2.90376833e-03 -2.41504893e-01  1.09713510e-01
  3.82703334e-01  1.30609468e-01  2.59036839e-01 -2.27071539e-01
  2.57782698e-01 -2.77018845e-02 -1.30568027e-01 -2.19366610e-01
  6.03705227e-01  1.88728981e-02  5.60036562e-02 -1.47219539e-01
  2.43478432e-01  2.14032784e-01]",34.772713,0.04753321
127,ambuscade,1,0,0,ambuscad,NN,1,2.6414741105040997,0.03773534443577285,0.03773534443577285,0.03773534443577285,0.03773534443577285,nt,"[ 0.07935777  0.01153622 -0.14319704  0.01098536 -0.11810458 -0.2327624
  0.32114273  0.45796335 -0.32710773 -0.17258151 -0.06977068 -0.30358642
  0.21276265  0.22903728 -0.22388567  0.11219209  0.29467922  0.10107082
 -0.45987627 -0.25853047  0.2314249   0.17396954  0.40361273 -0.1408661
  0.10585937  0.01905789 -0.03677265  0.17429616 -0.39761817  0.01721675
  0.00681526 -0.07349118 -0.06261212  0.01807982 -0.19130158  0.08216919
  0.30002943  0.09787304  0.21275306 -0.175006    0.18222027 -0.02343979
 -0.12049102 -0.16146025  0.45226824  0.01275982  0.04527604 -0.10229717
  0.16495031  0.17073901]",27.931759,0.6932219
128,ambush,1,0,0,ambush,NN,1,2.6414741105040997,0.04983913416045471,0.04983913416045471,0.04983913416045471,0.04983913416045471,noon,"[ 0.08977266 -0.01790361 -0.14843003  0.00904054 -0.11927661 -0.24782044
  0.31337282  0.47420126 -0.35522622 -0.17789882 -0.0848887  -0.32027802
  0.22543396  0.22769497 -0.20677796  0.11654743  0.27112123  0.11767139
 -0.4386095  -0.2456523   0.23405206  0.18149428  0.3702367  -0.14825022
  0.12717417  0.03309584 -0.03787008  0.15864025 -0.3891821   0.01323612
 -0.00757987 -0.06514777 -0.06291934 -0.01204057 -0.20124714  0.10476615
  0.2876834   0.08364383  0.17691518 -0.18819898  0.18013375 -0.00582995
 -0.08498555 -0.16697387  0.45105925  0.00960254  0.05377629 -0.11127914
  0.16955476  0.1650535 ]",27.887579,0.25135702
129,amen,1,0,0,amen,NNS,1,2.6414741105040997,0.040022335007637876,0.040022335007637876,0.040022335007637876,0.040022335007637876,lost,"[ 0.08739636 -0.01356404 -0.09288971 -0.02663681 -0.11724795 -0.20271854
  0.26538363  0.38493788 -0.27186868 -0.12147734 -0.05951878 -0.25616947
  0.17211942  0.16985789 -0.18526475  0.11371651  0.20542106  0.09675158
 -0.34699744 -0.2242055   0.18126944  0.14018248  0.31347963 -0.1354794
  0.10553574  0.00875819 -0.02319827  0.14593    -0.31164584 -0.01481468
 -0.00449987 -0.0565477  -0.03762909 -0.00489445 -0.15334424  0.08561572
  0.2554544   0.07331406  0.1703407  -0.16277845  0.16888462 -0.03004501
 -0.08501667 -0.12138509  0.37447026  0.01954144  0.04584862 -0.09827802
  0.15005678  0.11801021]",19.986012,0.8267826
130,amethyst,3,0,0,amethyst,NN,3,2.164352855784437,0.0453996445831965,0.1361989337495895,0.04162217030354687,0.06365743693483639,through,"[ 0.09685014  0.00278339 -0.15429847  0.00969616 -0.16720706 -0.2974946
  0.38683394  0.58849597 -0.42088246 -0.22737333 -0.09897368 -0.3988213
  0.28332448  0.29379034 -0.29363582  0.1457859   0.3352106   0.11799708
 -0.5500433  -0.31906378  0.27719694  0.22054623  0.49363178 -0.17277622
  0.14609943  0.05650109 -0.04385573  0.22788529 -0.4862989  -0.01332473
 -0.00862676 -0.09323588 -0.07122993  0.01666445 -0.23510689  0.1289142
  0.39680296  0.1024206   0.2377915  -0.23470262  0.22071287 -0.00565341
 -0.11946948 -0.21110684  0.58144623 -0.00460637  0.04559088 -0.12418956
  0.2444395   0.20863955]",33.949146,0.42845637
131,amid,3,0,0,amid,IN,2,2.3404441148401185,0.030727058285198488,0.061454116570396976,0.030727058285198488,0.03391947992521911,first,"[ 0.08576986  0.01226389 -0.14188422 -0.01768898 -0.13764217 -0.25469396
  0.33748406  0.47034645 -0.36762303 -0.1822444  -0.07094268 -0.31390017
  0.24616165  0.25153473 -0.24791564  0.11012425  0.29670838  0.12253684
 -0.44211116 -0.2532944   0.26221555  0.18637894  0.41094068 -0.14250462
  0.1352818   0.05085208 -0.03958238  0.16339454 -0.38486764  0.00067768
  0.00654705 -0.06474568 -0.04173486 -0.01306596 -0.1969404   0.08483135
  0.3334999   0.1058348   0.19618794 -0.18168305  0.212185    0.00513011
 -0.08926635 -0.1641948   0.48730764  0.02467231  0.04497818 -0.10343693
  0.17174834  0.16496404]",29.169798,0.27456966
132,amiss,1,0,0,amiss,NN,1,2.6414741105040997,0.0660368527626025,0.0660368527626025,0.0660368527626025,0.0660368527626025,till,"[ 0.09635366  0.01657655 -0.17852344 -0.01177023 -0.15435821 -0.2956291
  0.3820823   0.5952771  -0.4373944  -0.22566281 -0.09797544 -0.38312474
  0.29588035  0.26888213 -0.28188208  0.14430583  0.3498162   0.11640491
 -0.532319   -0.345874    0.28096694  0.23305534  0.48878506 -0.19368973
  0.1318532   0.04494042 -0.04726002  0.21099722 -0.46845925 -0.00069593
  0.00659322 -0.08148035 -0.08625674 -0.01679732 -0.22455549  0.14177746
  0.36919886  0.10238971  0.23962188 -0.24375825  0.24303792  0.00629892
 -0.13633277 -0.22083664  0.6009406   0.00727631  0.0442718  -0.1322631
  0.21027961  0.18321724]",33.94869,0.51288927
133,ammunition,1,0,0,ammunit,NN,1,2.6414741105040997,0.08520884227432579,0.08520884227432579,0.08520884227432579,0.08520884227432579,new,"[ 0.105207    0.00474312 -0.16510953  0.00665103 -0.14399694 -0.2956732
  0.37909555  0.59177625 -0.43783885 -0.19009231 -0.09712727 -0.38374436
  0.2959931   0.2771148  -0.2916192   0.14474753  0.3560838   0.14698859
 -0.54249316 -0.32064807  0.289438    0.25032756  0.47969663 -0.19407651
  0.13111608  0.05318188 -0.03453666  0.20427671 -0.4628041  -0.02042769
  0.00097312 -0.09028068 -0.07944202  0.01954448 -0.23148681  0.11256585
  0.39557904  0.13593882  0.24304341 -0.21140297  0.22493899 -0.02092947
 -0.10347469 -0.1959206   0.58856034  0.00207602  0.06061033 -0.12189719
  0.24606837  0.19390416]",33.77306,0.019206733
134,among,11,0,0,among,IN,10,1.6414741105040995,0.0377886826602573,0.377886826602573,0.036252957358583256,0.06313361963477306,every,"[ 0.11013421 -0.00898189 -0.15274629 -0.00851901 -0.12378771 -0.24333069
  0.33879703  0.46366832 -0.3674632  -0.1545363  -0.07226035 -0.3212445
  0.22385143  0.22652858 -0.23229882  0.13769594  0.2806011   0.10817873
 -0.45309144 -0.27241248  0.22443394  0.20398533  0.38678    -0.15984505
  0.1024804   0.04869395 -0.01145045  0.16938384 -0.3824097  -0.00527244
  0.02511796 -0.0875631  -0.04382235 -0.00748444 -0.17185627  0.11952507
  0.32776192  0.09860541  0.19564736 -0.2025732   0.21344744 -0.02733229
 -0.11527483 -0.15761995  0.47483557  0.02354333  0.02715172 -0.08628467
  0.19365041  0.14206383]",28.759052,0.9508064
135,amounts,1,0,0,amount,NNS,1,2.6414741105040997,0.08804913701680332,0.08804913701680332,0.08804913701680332,0.08804913701680332,old,"[ 0.100912   -0.00670596 -0.12314507  0.00588989 -0.14666457 -0.22630566
  0.3370849   0.49297184 -0.36253992 -0.18381898 -0.10345118 -0.30272552
  0.22357193  0.24254014 -0.22334781  0.13580067  0.2824738   0.10952158
 -0.4433157  -0.26289085  0.2232045   0.17747033  0.40261647 -0.14404789
  0.11688079  0.0111119  -0.02428466  0.18524052 -0.37810853  0.00619553
 -0.00286738 -0.08571195 -0.05954966 -0.01143251 -0.21015394  0.1004867
  0.32041126  0.10812639  0.20303465 -0.1667013   0.18334931  0.00917555
 -0.10834578 -0.16834956  0.47073233 -0.00092912  0.03896796 -0.11916666
  0.20610482  0.16768254]",28.771746,0.46119395
136,ample,9,0,0,ampl,JJ,9,1.6872316010647745,0.04302637358604527,0.3872373622744074,0.046867544474021514,0.06025827146659909,nor,"[ 0.09790441  0.00859249 -0.13669915 -0.01923196 -0.13710226 -0.26468492
  0.36907125  0.53227854 -0.4081443  -0.17909053 -0.09837216 -0.36583284
  0.25898218  0.24670085 -0.2429817   0.11863297  0.30609685  0.12203893
 -0.50607276 -0.3063687   0.28515053  0.21350665  0.43127453 -0.17053683
  0.11008552  0.02728318 -0.01528312  0.19872074 -0.44622645  0.00258096
  0.01918779 -0.102485   -0.06775992 -0.00318832 -0.2294906   0.11677104
  0.36560363  0.11500682  0.2256442  -0.20660734  0.2162829  -0.02565958
 -0.11443134 -0.17595436  0.53903913  0.01010286  0.0634357  -0.11090184
  0.19564214  0.1918853 ]",31.86622,0.2939496
137,ampler,1,0,0,ampler,NN,1,2.6414741105040997,0.03773534443577285,0.03773534443577285,0.03773534443577285,0.03773534443577285,hand,"[ 0.10040054 -0.01688669 -0.10359453 -0.02103761 -0.11201505 -0.19704536
  0.2706779   0.3983668  -0.31545976 -0.16696487 -0.08760928 -0.25084445
  0.20563097  0.18350747 -0.18406273  0.11767469  0.25611058  0.11570559
 -0.40307182 -0.23603682  0.21451381  0.16913532  0.3592629  -0.14793558
  0.11014915  0.04576463 -0.03727357  0.16427645 -0.33096305 -0.00914946
  0.00130443 -0.08493146 -0.06306883  0.01178164 -0.17173406  0.10650618
  0.25602254  0.07019824  0.18341221 -0.14351594  0.17683466  0.00597835
 -0.073516   -0.15812533  0.43153182 -0.00627996  0.03138808 -0.1026124
  0.17541689  0.12880158]",24.32972,0.89307344
138,amplest,1,0,0,amplest,JJ,1,2.6414741105040997,0.03475623829610657,0.03475623829610657,0.03475623829610657,0.03475623829610657,far,"[ 0.11729281  0.00158725 -0.16598499 -0.01988026 -0.16545023 -0.29543552
  0.39569274  0.58085096 -0.42715254 -0.20230654 -0.11303616 -0.35651314
  0.27684602  0.26694256 -0.2838547   0.15850237  0.33347276  0.12337075
 -0.55473095 -0.33587578  0.28497398  0.244914    0.4729881  -0.18247041
  0.1396759   0.04480842 -0.04457499  0.22332008 -0.47494856  0.01014152
 -0.0119064  -0.08460108 -0.08167304 -0.00431589 -0.23088676  0.11353021
  0.37925518  0.1198955   0.24818958 -0.22543217  0.2291027  -0.0260302
 -0.10407912 -0.1949443   0.59701204  0.02054268  0.0426143  -0.10947008
  0.21302406  0.19754583]",33.664436,0.3533517
139,amplitude,1,0,0,amplitud,NN,1,2.6414741105040997,0.05503071063550208,0.05503071063550208,0.05503071063550208,0.05503071063550208,nature,"[ 0.07703739  0.00400735 -0.1152898  -0.01173722 -0.12502947 -0.21864201
  0.29457816  0.4444025  -0.3244053  -0.14420918 -0.08484372 -0.2969488
  0.19708467  0.2128596  -0.18950333  0.12335142  0.2681333   0.11268548
 -0.4060603  -0.246407    0.23527083  0.18295085  0.3753926  -0.12376295
  0.10786042  0.03032334 -0.03790973  0.16966058 -0.33021387 -0.01417318
  0.00708748 -0.05310548 -0.04062225  0.01516164 -0.15565766  0.08778758
  0.30176795  0.10080542  0.1729711  -0.16528876  0.19505702  0.00255132
 -0.1042407  -0.15893856  0.4216789   0.0125667   0.04143843 -0.11043746
  0.17296545  0.16285647]",25.896152,0.33141515
140,amulets,1,0,0,amulet,NNS,1,2.6414741105040997,0.03521965480672133,0.03521965480672133,0.03521965480672133,0.03521965480672133,take,"[ 0.08752164  0.01136117 -0.11676427  0.01113942 -0.09724456 -0.20622964
  0.28427246  0.43396792 -0.3248458  -0.1354893  -0.08340485 -0.2577441
  0.18694969  0.20178525 -0.18775833  0.09800172  0.24273784  0.10868553
 -0.37733573 -0.2392823   0.20187047  0.18898419  0.34061125 -0.13422424
  0.11480143  0.01005033 -0.03126847  0.13349591 -0.34585094  0.01062097
 -0.01155236 -0.07674689 -0.03109019 -0.00722656 -0.16287996  0.09628616
  0.27270195  0.07691817  0.19218135 -0.16837402  0.19261292 -0.01350502
 -0.08444992 -0.13914682  0.42588475  0.01452031  0.0257059  -0.07632316
  0.16243513  0.13228795]",24.261564,0.36035067
141,an,105,0,1,an,DT,84,0.7171948244422179,0.017407067341618933,1.4621936566959903,0.014490262779546851,0.04482467652763862,fingers,"[ 0.11234774  0.02444752 -0.15936328 -0.00580467 -0.1318201  -0.26695257
  0.35849562  0.5433947  -0.36544973 -0.19904956 -0.09929324 -0.32401392
  0.25295028  0.23511107 -0.25418058  0.11558036  0.30628315  0.12358654
 -0.4973567  -0.30332527  0.28150436  0.21558748  0.44706753 -0.16391021
  0.14452723  0.02259564 -0.01248633  0.18623792 -0.4418898  -0.02043934
  0.00263937 -0.06940009 -0.05581015 -0.01663425 -0.20653325  0.10386918
  0.33676997  0.12449817  0.22793116 -0.19961724  0.2194759  -0.00978169
 -0.12916984 -0.17912143  0.53836393  0.01557263  0.05116622 -0.12041229
  0.20919174  0.15829863]",31.476421,0.14127102
142,analytic,1,0,0,analyt,JJ,1,2.6414741105040997,0.0211317928840328,0.0211317928840328,0.0211317928840328,0.0211317928840328,love,"[ 0.10102613  0.00707221 -0.13677536 -0.00754195 -0.12249872 -0.23402686
  0.3260908   0.49731717 -0.33887684 -0.16613719 -0.09095538 -0.32282045
  0.21076137  0.22580393 -0.22118539  0.13369796  0.2757282   0.10068786
 -0.4354858  -0.2749769   0.2403111   0.20754746  0.41890922 -0.1536674
  0.10528674  0.0368675  -0.00101717  0.18849352 -0.39141864  0.01600083
  0.02636873 -0.09842148 -0.03660785  0.00163583 -0.19993493  0.10688721
  0.3327748   0.08207384  0.21153094 -0.19626036  0.1773995   0.00063686
 -0.11174487 -0.16008177  0.48899445  0.02606844  0.05243138 -0.12154402
  0.193019    0.13967294]",29.136919,0.8480385
143,ancestor,1,0,0,ancestor,NN,1,2.6414741105040997,0.09108531415531378,0.09108531415531378,0.09108531415531378,0.09108531415531378,might,"[ 0.08261958  0.02389159 -0.13231976  0.00215068 -0.12607384 -0.22931209
  0.3063596   0.43338636 -0.29351223 -0.14610426 -0.0736146  -0.2721961
  0.18894497  0.22007526 -0.21491297  0.11538656  0.23619367  0.10125738
 -0.38982636 -0.2446793   0.20082353  0.15650886  0.3383334  -0.11597098
  0.09545683  0.02296253 -0.03786931  0.14410365 -0.3568306   0.00505969
  0.01651122 -0.06246998 -0.02846561  0.0055141  -0.1499821   0.10518215
  0.2871198   0.09198613  0.1609104  -0.16840413  0.1849619  -0.02586649
 -0.08481795 -0.16711256  0.44485116  0.00678027  0.03893454 -0.10128761
  0.18057914  0.12721606]",24.903997,0.12118106
144,anchor,1,0,0,anchor,VB,1,2.6414741105040997,0.03720386071132535,0.03720386071132535,0.03720386071132535,0.03720386071132535,man,"[ 0.06267776  0.01525322 -0.12146626 -0.00776328 -0.09723081 -0.1912947
  0.28591383  0.4174941  -0.28006455 -0.15999663 -0.06158298 -0.24358335
  0.18519978  0.19692129 -0.20008467  0.09299681  0.24969815  0.09199393
 -0.36693382 -0.23705745  0.21483743  0.1524398   0.33045438 -0.125243
  0.11755932  0.01208147 -0.01141308  0.14158909 -0.34086475 -0.00897217
 -0.01122243 -0.05606122 -0.05010696 -0.00967541 -0.15685116  0.09456708
  0.28255087  0.0622605   0.16486968 -0.15656565  0.15765065 -0.01004409
 -0.06829754 -0.14536548  0.41910648  0.00650154  0.03373294 -0.07270706
  0.17097187  0.13475142]",23.027637,0.6018313
145,ancient,1,0,0,ancient,JJ,1,2.6414741105040997,0.021651427135279507,0.021651427135279507,0.021651427135279507,0.021651427135279507,purple,"[ 0.07793004  0.01692621 -0.125213    0.00253683 -0.1106514  -0.2188903
  0.29208076  0.4036702  -0.29500884 -0.1610808  -0.06744103 -0.25653335
  0.20966446  0.18405344 -0.2115234   0.11616044  0.24611597  0.0981646
 -0.39497817 -0.2327703   0.18998833  0.16546449  0.33877397 -0.1312665
  0.11050644  0.03088747 -0.03389242  0.1495068  -0.347944   -0.00750578
  0.00999852 -0.05154781 -0.05982081  0.00514907 -0.146361    0.10715977
  0.2830436   0.06955774  0.17641255 -0.13947667  0.17470169 -0.00376308
 -0.08921215 -0.1384688   0.41968805  0.02479406  0.02927077 -0.10607331
  0.17437738  0.1243282 ]",23.941425,0.5424884
146,and,724,0,1,and,CC,282,0.19122500218473842,0.004328741650116931,1.2207051453329747,0.00398385421218205,0.013658928727481316,done,"[ 0.08290583  0.00717988 -0.126208   -0.01529788 -0.11564878 -0.23620752
  0.3004542   0.4266448  -0.32705724 -0.14558177 -0.07543901 -0.277003
  0.21149956  0.19210254 -0.19018228  0.10086644  0.24789882  0.11549655
 -0.40478852 -0.23799469  0.22427149  0.17559206  0.38065305 -0.11927416
  0.10561091  0.02041168 -0.01005552  0.1389416  -0.33689958  0.00381584
  0.01806892 -0.06570801 -0.05202011  0.00347931 -0.18308094  0.11046576
  0.29713303  0.09681038  0.16889416 -0.185173    0.19270127 -0.00336785
 -0.10056061 -0.17200682  0.42523798  0.01031673  0.01985487 -0.09407883
  0.1762659   0.12405889]",25.522015,0.23030463
147,anecdotes,1,0,0,anecdot,NNS,1,2.6414741105040997,0.08254606595325312,0.08254606595325312,0.08254606595325312,0.08254606595325312,many,"[ 0.13022602 -0.00672773 -0.19429752 -0.01547912 -0.19708727 -0.33837235
  0.43751723  0.6483067  -0.4771387  -0.23124252 -0.09955538 -0.41501004
  0.3071413   0.30110016 -0.30451173  0.17437565  0.39814535  0.14853035
 -0.62659985 -0.38208395  0.31669986  0.27315342  0.5508497  -0.19420016
  0.1508563   0.06296421 -0.03984446  0.25446156 -0.55135965 -0.0144061
  0.02274596 -0.1272559  -0.09439204  0.01141152 -0.28441036  0.15172225
  0.4452479   0.12153316  0.27970874 -0.25167844  0.2884259  -0.00677742
 -0.14971554 -0.24057014  0.67444503 -0.00387348  0.07751334 -0.15017384
  0.24907745  0.21059546]",36.8417,-0.34863922
148,anemone,2,0,0,anemon,NNP,2,2.3404441148401185,0.04765108756540014,0.09530217513080028,0.04765108756540014,0.07092254893454905,name,"[ 0.08215191 -0.0172587  -0.10486466 -0.01636092 -0.08533079 -0.20508802
  0.25137052  0.39853576 -0.26537192 -0.13360666 -0.0747119  -0.24807538
  0.1716358   0.18142007 -0.198152    0.10107062  0.21524264  0.07569155
 -0.3779076  -0.20922156  0.20448865  0.1727824   0.3349591  -0.11401656
  0.10450511  0.034486   -0.0286716   0.14353876 -0.31862378  0.01004852
 -0.00820934 -0.06445269 -0.03652774 -0.00827885 -0.1740315   0.09375277
  0.25706324  0.081768    0.1499503  -0.13327838  0.16155177 -0.00455547
 -0.08337646 -0.13861662  0.40249518 -0.01236094  0.0401667  -0.09549004
  0.17214623  0.13904406]",20.98181,0.90412563
149,angels,16,0,0,angel,NNS,14,1.4953460748258616,0.03518270713831907,0.49255789993646704,0.03091401731843746,0.04984486916086205,flower,"[ 0.06597444  0.0009771  -0.12537207  0.01128354 -0.08935586 -0.19499679
  0.2917251   0.39113197 -0.28500524 -0.15193093 -0.08885372 -0.2688252
  0.19050911  0.18333146 -0.20234118  0.10044212  0.2317093   0.07633725
 -0.358329   -0.22037442  0.18311961  0.15524077  0.3236811  -0.11333976
  0.09596717  0.04078375 -0.0089027   0.13577774 -0.3434428  -0.01332694
  0.0231515  -0.0691517  -0.04535514  0.0011445  -0.17552724  0.09272366
  0.24597451  0.10195904  0.14966027 -0.13862087  0.15899508 -0.01294799
 -0.08826482 -0.13981685  0.40514693  0.00969584  0.03408371 -0.07046031
  0.14432435  0.11614012]",21.606041,-0.08833501
150,anger,1,0,0,anger,NNP,1,2.6414741105040997,0.06951247659221314,0.06951247659221314,0.06951247659221314,0.06951247659221314,eye,"[ 0.07816902  0.01578292 -0.13946448 -0.01677957 -0.11855586 -0.25384733
  0.3306476   0.4971697  -0.33206284 -0.17622219 -0.08032259 -0.3015535
  0.24962884  0.22644956 -0.22819212  0.10972955  0.27019566  0.11290794
 -0.43997514 -0.27843183  0.24963568  0.17855512  0.39371887 -0.17065449
  0.13123488  0.03845996 -0.02728948  0.18833564 -0.38342607 -0.02025553
 -0.0107142  -0.08792481 -0.06831498  0.01526973 -0.17975345  0.10521758
  0.3133307   0.08197491  0.20951268 -0.19339272  0.1892029  -0.02249533
 -0.10598711 -0.18722151  0.48208103 -0.00774665  0.0567212  -0.11855027
  0.17476809  0.15870054]",28.702124,0.09538658
151,angle,1,0,0,angl,NN,1,2.6414741105040997,0.03884520750741323,0.03884520750741323,0.03884520750741323,0.03884520750741323,rose,"[ 0.05205738  0.0134495  -0.10948368 -0.00453147 -0.08048142 -0.17251989
  0.24388215  0.3738155  -0.259743   -0.11589387 -0.05141886 -0.24970953
  0.17558952  0.15477635 -0.17662784  0.10638236  0.20151854  0.07358646
 -0.32603967 -0.18560515  0.19518796  0.12777278  0.3158857  -0.09940431
  0.07548402  0.02012855 -0.01823798  0.10895933 -0.29468977  0.0188811
 -0.00072389 -0.07415851 -0.04895797 -0.01920233 -0.13747048  0.08753017
  0.23622863  0.06663329  0.16644233 -0.15623024  0.13606483 -0.02727607
 -0.05600046 -0.12898847  0.34568673 -0.01018125  0.04807606 -0.08252615
  0.12803328  0.1256905 ]",16.919456,0.5498512
